Genome,Type,Start,End,Strand,Locus_tag,Gene_name,MS2-PinT_SPI-1_vs_PinT_SPI-1_log2FoldChange,MS2-PinT_SPI-1_vs_PinT_SPI-1_pvalue,MS2-PinT_SPI-1_vs_PinT_SPI-1_padj,MS2-PinT_SPI-1_vs_MS2_SPI-1_log2FoldChange,MS2-PinT_SPI-1_vs_MS2_SPI-1_pvalue,MS2-PinT_SPI-1_vs_MS2_SPI-1_padj
NC_016810.1,CDS,3885304,3885975,+,SL1344_3642,sgbE,1.9,0.35212960200000004,0.399221847,2.92,0.157733601,
NC_016810.1,CDS,1500853,1502256,+,SL1344_1400,fumC,1.9,0.048764293,0.073406863,-0.3,0.753963438,0.903614939
NC_016810.1,CDS,746832,748499,+,SL1344_0668,glnS,1.9,0.027726029,0.045264938,1.67,0.052749395,0.25201658600000004
NC_016810.1,CDS,3507688,3508179,+,SL1344_3294,ptsN,1.9,0.041462692,0.06375524,0.28,0.761977762,0.907058758
NC_016810.1,CDS,1782683,1783186,+,SL1344_1660,SL1344_1660,1.89,0.353863096,0.40078417,-2.32,0.25642776300000003,0.562373762
NC_016810.1,CDS,3529536,3530429,-,SL1344_3311,nanA,1.89,0.140842297,0.181097294,-0.96,0.427011219,0.701733906
NC_016810.1,CDS,3463038,3464045,+,SL1344_3249,SL1344_3249,1.89,0.072879085,0.103392474,-0.85,0.406989683,0.689463917
NC_016810.1,CDS,4575615,4576241,+,SL1344_4243,dmsB,1.89,0.097438976,0.13214547699999998,-0.89,0.411020583,0.6918857140000001
NC_016810.1,CDS,3744081,3744821,-,SL1344_3519,ugpQ,1.89,0.121958,0.160452328,-0.48,0.689034165,0.87221529
NC_016810.1,CDS,953786,955129,+,SL1344_0860,SL1344_0860,1.89,0.123996941,0.162683986,0.02,0.985844808,0.99519481
NC_016810.1,CDS,3232857,3235730,-,SL1344_3029,gcvP,1.89,0.057086249000000006,0.083944892,0.88,0.374688258,0.664151733
NC_016810.1,CDS,1147297,1148148,+,SL1344_1042,hpcB,1.89,0.127923552,0.166864851,0.48,0.6923445359999999,0.8743085429999999
NC_016810.1,CDS,104473,105759,-,SL1344_0093,surA,1.89,0.054383687,0.080535356,-0.81,0.408096024,0.690671294
NC_016810.1,CDS,1506529,1507662,-,SL1344_1404,SL1344_1404,1.89,0.125502208,0.16426143,-1.83,0.099797223,0.361563945
NC_016810.1,CDS,2851713,2853893,+,SL1344_2663,SL1344_2663,1.89,0.094910151,0.129210463,0.99,0.37668783299999997,0.666020377
NC_016810.1,CDS,1264891,1265670,-,SL1344_1160,potC,1.89,0.08845240800000001,0.12173340199999999,0.24,0.829560202,0.9359828370000001
NC_016810.1,CDS,483694,484797,+,SL1344_0425,phnW,1.88,0.329600163,0.37651893,1.27,0.507686775,
NC_016810.1,CDS,576955,578736,+,SL1344_0510,gcl,1.88,0.210779012,0.254787816,-0.15,0.915958895,
NC_016810.1,CDS,319207,319743,+,SL1344_0275,sciN,1.88,0.251994139,0.297745236,0.63,0.695962066,
NC_016810.1,sRNA,3624232,3624439,-,ncRNA0101,rpsL-leader,1.88,0.080535167,0.112467441,-1.03,0.32582311,0.623741248
NC_016810.1,CDS,67052,68392,-,SL1344_0058,citC,1.88,0.32247429899999996,0.369501801,-2.82,0.101762713,
NC_016810.1,CDS,3808905,3809834,+,SL1344_3577,kdgK,1.88,0.116290857,0.154052508,0.02,0.984365057,0.9947427240000001
NC_016810.1,CDS,3857175,3857465,+,SL1344_3614,SL1344_3614,1.88,0.11670700699999999,0.154558391,-0.73,0.540140422,0.7842690259999999
NC_016810.1,CDS,1749977,1751110,+,SL1344_1632,SL1344_1632,1.87,0.08524946300000001,0.117919055,0.02,0.984888531,0.99498564
NC_016810.1,sRNA,748526,748639,-,ncRNA0312,STnc3300,1.87,0.171096991,0.213841604,-3.83,0.000663183,0.020152394
NC_016810.1,CDS,3357651,3359909,-,SL1344_3148,parC,1.87,0.053066849000000006,0.078987291,0.8,0.40743815299999997,0.689904062
NC_016810.1,CDS,3642429,3642596,-,SL1344_3438,SL1344_3438,1.87,0.08867318699999999,0.12200002300000001,0.16,0.879373643,0.9547612790000001
NC_016810.1,CDS,4303724,4304683,-,SL1344_4022,ydeW,1.87,0.037355296,0.058416222000000004,-1.47,0.096973722,0.355922051
NC_016810.1,sRNA,4846444,4846540,-,ncRNA0364,STnc4140,1.87,0.236037219,0.280952192,-1.59,0.264319776,
NC_016810.1,sRNA,1154915,1155001,+,ncRNA0317,STnc3400,1.87,0.385628253,,-0.58,0.783557993,
NC_016810.1,CDS,3921719,3922681,+,SL1344_3672,SL1344_3672,1.87,0.071523408,0.10178938800000001,0.32,0.7487310979999999,0.901210772
NC_016810.1,CDS,2681302,2682033,-,SL1344_2507,SL1344_2507,1.87,0.038210025,0.05953609,-0.95,0.285948346,0.59048008
NC_016810.1,CDS,3595571,3596143,-,SL1344_3369,SL1344_3369,1.87,0.024981227,0.041489719,-1.24,0.133316786,0.4161754
NC_016810.1,CDS,4854856,4856238,+,SL1344_4506,radA,1.86,0.063630609,0.092065436,-1.27,0.201757732,0.502765065
NC_016810.1,CDS,2551433,2552308,-,SL1344_2405,cysW,1.86,0.10862222699999999,0.144893891,1.19,0.30021751,0.5998668070000001
NC_016810.1,CDS,505028,507382,+,SL1344_0444,lon,1.86,0.037471193,0.058536570999999996,-0.89,0.31947959600000003,0.618247091
NC_016810.1,CDS,1697982,1698392,+,SL1344_1578,hslJ,1.86,0.050104441,0.07512334799999999,-0.66,0.47910262600000003,0.741414844
NC_016810.1,CDS,3751455,3752732,-,SL1344_3528,livM,1.86,0.182253553,0.22541163399999997,-2.35,0.068824518,0.293112498
NC_017718.1,CDS,48674,49288,-,SL1344_P2_0059,traV,1.86,0.146743357,0.18774823899999998,-2.0,0.09465559800000001,0.351816343
NC_016810.1,sRNA,3382993,3383144,-,ncRNA0076,SibD,1.86,0.021599921,0.036899865,-3.52,1.0633800000000001e-05,0.001276031
NC_017719.1,CDS,5666,5950,+,SL1344_P3_0011,mobC,1.86,0.037479652999999995,0.058539649000000006,0.45,0.6124351,0.827604497
NC_016810.1,CDS,2974158,2974334,+,SL1344_2789,SL1344_2789,1.86,0.400022338,,0.61,0.783379376,
NC_016810.1,CDS,4308538,4309560,+,SL1344_4026,SL1344_4026,1.86,0.167558383,0.210117248,-0.96,0.474120072,0.7383650890000001
NC_016810.1,CDS,2387952,2389580,+,SL1344_2253,glpA,1.86,0.024611223999999998,0.041026287,-1.01,0.220753471,0.5236904170000001
NC_016810.1,CDS,1923075,1923608,-,SL1344_1803,SL1344_1803,1.85,0.37777292,,-0.93,0.650408471,
NC_016810.1,CDS,4787861,4788322,-,SL1344_4444,SL1344_4444,1.85,0.022807097999999998,0.038538782,0.15,0.856592672,0.945802163
NC_016810.1,sRNA,2672472,2672567,-,ncRNA0279,STnc2070,1.85,0.036722073,0.057560277,-2.46,0.00381136,0.055316424
NC_016810.1,CDS,4566657,4568303,-,SL1344_4237,fumB,1.85,0.08809212699999999,0.12131159999999999,-1.39,0.184494145,0.485128334
NC_016810.1,CDS,3947993,3948709,-,SL1344_3700,rph,1.85,0.033574449,0.053307785999999996,2.68,0.00243224,0.043178667000000004
NC_016810.1,CDS,815375,816667,+,SL1344_0730,tolB,1.85,0.063446739,0.091860287,-2.3,0.020351223999999998,0.144363153
NC_016810.1,CDS,3030679,3031539,+,SL1344_2843,sitC,1.85,0.182924141,0.226117,-1.15,0.389185025,0.674920869
NC_016810.1,CDS,2299247,2300296,+,SL1344_2179,yeiH,1.85,0.156794786,0.19858943699999998,-2.32,0.045826868,0.231813615
NC_016810.1,CDS,2317871,2319460,+,SL1344_2196,yejF,1.85,0.046652547,0.070890494,0.9,0.333674295,0.6310960489999999
NC_016810.1,CDS,3933080,3933634,-,SL1344_3682,rfaY,1.85,0.035381101,0.055783522,-1.11,0.200317666,0.5012225610000001
NC_016810.1,CDS,4097745,4099286,-,SL1344_3834,atpA,1.85,0.054929832000000005,0.08116196099999999,1.94,0.04389824,0.226404839
NC_016810.1,CDS,4824115,4824654,-,SL1344_4475,dnaT,1.85,0.0356898,0.056162247,-1.67,0.048483117,0.23908414
NC_016810.1,CDS,1962086,1963957,+,SL1344_1845,SL1344_1845,1.85,0.095396724,0.129766015,-2.4,0.018844299,0.13847891199999998
NC_016810.1,CDS,3459436,3459753,+,SL1344_3244,SL1344_3244,1.85,0.124840528,0.163671739,-1.53,0.16723702199999999,0.463890194
NC_016810.1,CDS,64862,66637,-,SL1344_0056,oadA2,1.85,0.33035749999999997,0.37728851,0.53,0.774425516,
NC_016810.1,CDS,1325546,1326541,-,SL1344_1225,gapA,1.84,0.048984299,0.073701148,-0.99,0.28905515800000003,0.593720365
NC_016810.1,sRNA,161417,161558,+,ncRNA0134,STnc40,1.84,0.156527687,0.198381303,-2.1,0.080830056,0.32284165600000003
NC_016810.1,CDS,241265,242065,-,SL1344_0207,btuF,1.84,0.053225546,0.079197365,1.11,0.241618217,0.546232068
NC_016810.1,CDS,976263,978209,+,SL1344_0881,ybjZ,1.84,0.063725435,0.09216024099999999,-0.57,0.563911441,0.8015479520000001
NC_016810.1,sRNA,1224246,1224318,+,ncRNA0204,STnc840,1.84,0.034786196,0.055009025999999996,-2.45,0.004191083,0.057936574000000005
NC_016810.1,CDS,3112723,3114342,-,SL1344_2927,cysJ,1.84,0.103145391,0.138654459,-1.49,0.164663436,0.459776301
NC_016810.1,CDS,1036072,1036776,+,SL1344_0930,mukE,1.84,0.069726665,0.099751707,-2.25,0.023397908999999998,0.15606604400000001
NC_016810.1,CDS,978339,978560,-,SL1344_0882,cspD,1.84,0.064798916,0.09350314400000001,-0.86,0.387268155,0.674325652
NC_016810.1,CDS,473085,474059,-,SL1344_0415,SL1344_0415,1.84,0.093130528,0.127188925,-0.58,0.594034073,0.816983283
NC_016810.1,CDS,3793792,3794637,-,SL1344_3565,SL1344_3565,1.84,0.151718052,0.192917798,-0.53,0.666619862,0.85943271
NC_016810.1,CDS,2501479,2502234,-,SL1344_2361,vacJ,1.84,0.04934324599999999,0.074191712,-1.33,0.14149922,0.42614006200000004
NC_016810.1,sRNA,1883981,1884041,-,ncRNA0469,StyR-291,1.84,0.35625719899999997,,0.52,0.7894709879999999,
NC_016810.1,CDS,4603430,4603825,-,SL1344_4278,frdC,1.83,0.059016332000000005,0.08630468699999999,-1.34,0.150826541,0.440736666
NC_016810.1,CDS,220920,223442,+,SL1344_0191,mrcB,1.83,0.047078338,0.07141719,1.14,0.215597073,0.519702432
NC_016810.1,CDS,3851635,3853968,-,SL1344_3610,bisC,1.83,0.040890206,0.062983207,0.0,0.997393325,0.999555735
NC_016810.1,CDS,2005226,2006713,-,SL1344_1888,fliC,1.83,0.043023640999999994,0.065909178,0.07,0.9350045709999999,0.976280467
NC_016810.1,CDS,4067479,4067736,+,SL1344_3808,SL1344_3808,1.83,0.182902425,0.226117,-1.36,0.28055873,
NC_016810.1,CDS,1853698,1853952,-,SL1344_1725,SL1344_1725,1.83,0.135761196,0.17564056100000003,-1.09,0.370845263,0.661591435
NC_016810.1,CDS,3507283,3507570,+,SL1344_3293,SL1344_3293,1.83,0.072307425,0.102710704,-2.59,0.010840725,0.099770165
NC_016810.1,CDS,1061156,1061314,-,SL1344_0948,SL1344_0948,1.83,0.307034249,0.353968422,-1.61,0.326040407,
NC_016810.1,CDS,173384,174757,-,SL1344_0150,aroP,1.83,0.043713533,0.066899052,-0.77,0.383782409,0.6717685859999999
NC_016810.1,CDS,2346149,2346706,-,SL1344_2223A,ccmG2,1.83,0.175225343,0.218124841,0.52,0.6907802479999999,
NC_016810.1,CDS,143482,144969,+,SL1344_0123,murE,1.83,0.041198456,0.06342410400000001,0.63,0.477851696,0.7407286809999999
NC_016810.1,CDS,503571,504842,+,SL1344_0443,clpX,1.83,0.047523620999999995,0.071947476,-2.33,0.011294145,0.10131689199999999
NC_016810.1,CDS,872144,872596,+,SL1344_0782,moaE,1.82,0.083731023,0.116228659,2.85,0.008208112,0.085715049
NC_017720.1,CDS,71034,71585,-,SL1344_P1_0075,SL1344_P1_0075,1.82,0.089426067,0.122811072,-0.22,0.8341425990000001,0.938167051
NC_016810.1,CDS,4627031,4628290,+,SL1344_4297,hflK,1.82,0.057730327000000005,0.08471247,-0.37,0.7006761509999999,0.879517054
NC_016810.1,sRNA,4467936,4467989,-,ncRNA0202,STnc810,1.82,0.2703012,0.317050302,-2.68,0.061094733,
NC_016810.1,CDS,1813734,1815269,-,SL1344_1691,narH,1.82,0.17138329100000002,0.214090698,-0.83,0.500846829,
NC_016810.1,CDS,4171659,4172021,+,SL1344_3897,SL1344_3897,1.82,0.410726449,,0.83,0.707463897,
NC_016810.1,CDS,3215876,3216274,-,SL1344_3011,SL1344_3011,1.82,0.048921959,0.07363026,0.01,0.9942605809999999,0.998399212
NC_016810.1,CDS,3348632,3349087,+,SL1344_3141,SL1344_3141,1.82,0.162066611,0.204424672,-0.48,0.694415962,
NC_016810.1,sRNA,1553671,1553725,-,ncRNA0286,STnc2170,1.81,0.284717936,0.331460478,-2.25,0.13293290300000002,
NC_016810.1,CDS,2035137,2036333,+,SL1344_1923,ompS1,1.81,0.10147037,0.136851486,-1.6,0.125076767,0.40317835
NC_016810.1,CDS,4391344,4395567,+,SL1344_4093,rpoC,1.81,0.048516453,0.073143641,-0.27,0.7728500690000001,0.91140294
NC_017720.1,CDS,69031,69687,-,SL1344_P1_0073A,SL1344_P1_0073A,1.81,0.268062507,0.314751863,-1.33,0.376613288,
NC_016810.1,CDS,4381184,4381357,-,SL1344_4084,SL1344_4084,1.81,0.369180181,0.416198629,-1.74,0.363694481,
NC_016810.1,CDS,513718,514536,+,SL1344_0451,SL1344_0451,1.81,0.059172144,0.086504496,-2.2,0.018207475,0.135414087
NC_016810.1,CDS,910608,913040,-,SL1344_0819,ybiW,1.81,0.17304919300000002,0.21589263,0.28,0.828634757,
NC_017719.1,CDS,1988,2827,-,SL1344_P3_0004,repA,1.81,0.034859895,0.055106248,-0.95,0.261346016,0.567806836
NC_016810.1,CDS,3456449,3457039,+,SL1344_3239,SL1344_3239,1.81,0.097850561,0.132643832,-0.88,0.400890465,0.68535405
NC_016810.1,CDS,1974745,1976760,-,SL1344_1856,cheA,1.81,0.044026055,0.06729595099999999,1.25,0.16421527800000002,0.459285349
NC_016810.1,CDS,1353967,1356219,-,SL1344_1253,katE,1.81,0.133507992,0.17320234899999998,0.17,0.8863246020000001,0.958344445
NC_016810.1,CDS,1718053,1720035,-,SL1344_1599,SL1344_1599,1.8,0.08664751,0.11959610400000001,1.03,0.32680499,0.624035916
NC_016810.1,CDS,2131943,2133001,-,SL1344_2036,yeeA,1.8,0.071421085,0.101674584,-1.57,0.110952193,0.37932931200000003
NC_016810.1,CDS,158693,161398,+,SL1344_0136,secA,1.8,0.036706913,0.057551947,-1.44,0.093157037,0.348946545
NC_016810.1,CDS,3353326,3353808,+,SL1344_3144,SL1344_3144,1.8,0.199718717,0.243408029,-2.24,0.075099052,0.308725294
NC_016810.1,CDS,2789559,2790239,+,SL1344_2614,SL1344_2614,1.8,0.13645787199999998,0.17633954300000002,-0.48,0.678908095,0.866441683
NC_016810.1,CDS,3641242,3641805,-,SL1344_3436,pabA,1.8,0.100800767,0.136009412,0.58,0.592136949,0.816983283
NC_016810.1,CDS,913046,913945,-,SL1344_0820,ybiY,1.8,0.23308724,0.277807467,3.24,0.045773417000000004,
NC_016810.1,CDS,4224634,4225620,+,SL1344_3944,SL1344_3944,1.8,0.027587702000000002,0.045055417,-0.41,0.611089317,0.8264652229999999
NC_016810.1,CDS,1430980,1431939,-,SL1344_1323,SL1344_1323,1.79,0.09387711900000001,0.128019885,-0.41,0.6986227859999999,0.878127318
NC_016810.1,CDS,3770894,3771943,+,SL1344_3547,SL1344_3547,1.79,0.093385762,0.1274649,-1.1,0.292074142,0.595857099
NC_016810.1,CDS,4261530,4261841,-,SL1344_3977,SL1344_3977,1.79,0.098223431,0.133089281,-0.77,0.469747882,0.7352480779999999
NC_016810.1,CDS,231299,233956,+,SL1344_0197,stfC,1.79,0.103118507,0.13863898300000002,1.15,0.293738964,0.5968563410000001
NC_016810.1,CDS,1882446,1884047,+,SL1344_1756,SL1344_1756,1.79,0.129915952,0.169219045,-0.78,0.498738003,0.756538209
NC_016810.1,CDS,641046,643301,-,SL1344_0573,fepA,1.79,0.035311058,0.055682822,0.7,0.41313194799999997,0.6918857140000001
NC_016810.1,CDS,1476301,1476537,-,SL1344_1375,SL1344_1375,1.79,0.31168604699999997,0.358486618,-1.63,0.311064045,
NC_016810.1,CDS,3579346,3581445,+,SL1344_3361,SL1344_3361,1.79,0.133307803,0.173012429,-0.31,0.788613771,0.917714076
NC_016810.1,sRNA,2808307,2808466,+,ncRNA0281,STnc2090,1.79,0.02556683,0.042322042000000004,-3.09,0.000105275,0.00660564
NC_016810.1,CDS,2105475,2106248,-,SL1344_2005,cbiF,1.79,0.047585917,0.072017613,1.42,0.11529675199999999,0.388310524
NC_016810.1,CDS,2190319,2191440,-,SL1344_2086,gmd,1.79,0.33550906399999997,0.382687375,-0.15,0.934210055,
NC_016810.1,CDS,4028049,4028396,-,SL1344_3773,SL1344_3773,1.79,0.087163295,0.120179291,-1.83,0.069265208,0.294564564
NC_016810.1,CDS,4344141,4345244,-,SL1344_4058,gldA,1.78,0.045545018,0.069324345,-0.36,0.6787317490000001,0.866441683
NC_016810.1,CDS,1170638,1171492,+,SL1344_1064,phoH,1.78,0.057153202,0.084029647,-1.04,0.264865264,0.5713370729999999
NC_016810.1,CDS,3957500,3958189,+,SL1344_3709,spoU,1.78,0.059716451,0.08721541199999999,0.06,0.946718829,0.98088853
NC_016810.1,CDS,3724134,3725429,-,SL1344_3503,glgC,1.78,0.05418238400000001,0.080276791,-0.7,0.444769476,0.715628719
NC_016810.1,CDS,1732438,1732944,+,SL1344_1612,tpx,1.78,0.028642826,0.046509144,-1.05,0.196113595,0.49803199
NC_017718.1,CDS,17495,18421,+,SL1344_P2_0025,yccB,1.78,0.314599726,0.361581234,0.13,0.939807233,
NC_016810.1,CDS,4609814,4613116,-,SL1344_4284,yjeP,1.78,0.094350747,0.12855645599999999,-0.43,0.6825627129999999,0.86944261
NC_016810.1,CDS,732647,733732,-,SL1344_0658,ybeZ,1.78,0.039201619,0.060881303,-1.43,0.094958766,0.35250967200000005
NC_016810.1,CDS,3701862,3702881,-,SL1344_3485,rtcA,1.78,0.044383356,0.067784942,0.06,0.9438906909999999,0.9799121829999999
NC_016810.1,CDS,680393,681856,-,SL1344_0606,citT,1.78,0.243054154,0.288315159,-0.65,0.653622583,
NC_016810.1,CDS,1381903,1382094,-,SL1344_1280,SL1344_1280,1.78,0.18502707100000002,0.228247289,-1.66,0.188451371,0.490690199
NC_016810.1,CDS,3557360,3561073,-,SL1344_3341,SL1344_3341,1.78,0.060886458,0.08857997599999999,0.03,0.9752705429999999,0.9908396209999999
NC_016810.1,CDS,1610677,1611501,+,SL1344_1502,SL1344_1502,1.77,0.119920229,0.158163542,0.88,0.434502041,0.707227396
NC_016810.1,CDS,2653972,2655090,-,SL1344_2485,gcpE,1.77,0.0746576,0.105467745,-0.1,0.9219493879999999,0.9735964109999999
NC_016810.1,sRNA,109242,109324,-,ncRNA0493,RUF_107c.2,1.77,0.38599411299999997,,0.33,0.86922238,
NC_016810.1,sRNA,1832636,1832692,-,ncRNA0471,StyR-293,1.77,0.393133315,,-1.14,0.570001671,
NC_016810.1,CDS,3527194,3527883,-,SL1344_3309,nanE,1.77,0.13799166699999998,0.17796466,-1.31,0.245823806,0.550939334
NC_016810.1,CDS,951857,952330,+,SL1344_0858,SL1344_0858,1.77,0.094556851,0.128798368,-1.59,0.112759585,0.382441509
NC_016810.1,CDS,1621277,1622821,+,SL1344_1509,narY,1.77,0.18902887699999998,0.23248438300000002,-2.04,0.12653556300000002,0.40551492100000003
NC_016810.1,CDS,889717,889977,-,SL1344_0799,ybiJ,1.77,0.093996021,0.128131194,-1.07,0.29810756899999996,0.598878397
NC_016810.1,CDS,4034674,4035231,-,SL1344_3780,ccmG1,1.77,0.140535579,0.18078022300000002,0.86,0.46507423200000003,
NC_016810.1,CDS,17867,19966,+,SL1344_0018,SL1344_0018,1.76,0.045114509000000004,0.06876189099999999,-1.88,0.027976016,0.17435583899999998
NC_016810.1,CDS,2864337,2865956,-,SL1344_2676,SL1344_2676,1.76,0.111870762,0.14869538,-0.56,0.597994455,0.8189343459999999
NC_016810.1,CDS,2106800,2107405,-,SL1344_2007,cbiE,1.76,0.086987581,0.119973698,0.35,0.725436874,0.8880052890000001
NC_016810.1,CDS,2036793,2037005,-,SL1344_1924,cspB,1.76,0.04517333,0.068816658,-2.22,0.011022873,0.09997039099999999
NC_016810.1,CDS,4456866,4457321,-,SL1344_4151,SL1344_4151,1.76,0.421265061,,0.18,0.934656323,
NC_016810.1,CDS,3411711,3412709,+,SL1344_3196,SL1344_3196,1.76,0.086462539,0.11937733,-0.33,0.738613607,0.896328008
NC_016810.1,CDS,1114230,1114748,-,SL1344_1007,fabA,1.76,0.119173374,0.157252085,-1.38,0.213432565,0.516395836
NC_016810.1,CDS,3863164,3864075,-,SL1344_3621,glyQ,1.76,0.057230145,0.084129059,-2.03,0.02341222,0.15606604400000001
NC_016810.1,CDS,2147330,2148229,+,SL1344_2048,hisG,1.76,0.079901687,0.11176911099999999,-0.34,0.7335963390000001,0.893261869
NC_016810.1,CDS,2885312,2885608,-,SL1344_2705,SL1344_2705,1.76,0.249526625,0.295139019,-1.01,0.478464944,
NC_016810.1,sRNA,139457,139729,+,ncRNA0114,sRNA11,1.76,0.169172927,0.211847813,-1.27,0.289693627,0.593720365
NC_016810.1,CDS,4163467,4164606,-,SL1344_3890,hemY,1.76,0.08436652900000001,0.116876992,0.57,0.577932663,0.810379077
NC_016810.1,CDS,2010759,2011184,-,SL1344_1893,yedD,1.76,0.086593647,0.119540051,-2.13,0.032889853999999996,0.192432745
NC_016810.1,CDS,1778564,1779922,+,SL1344_1656,trpC,1.76,0.077564022,0.10885755,0.19,0.8495783790000001,0.944567385
NC_016810.1,CDS,632728,633771,-,SL1344_0561,SL1344_0561,1.75,0.177676164,0.220657993,0.96,0.454720409,
NC_016810.1,CDS,3250231,3251310,-,SL1344_3044,fba,1.75,0.067792744,0.097309127,-2.02,0.034361357,0.19644213
NC_016810.1,CDS,2740873,2743968,-,SL1344_2558,SL1344_2558,1.75,0.042416916,0.065090266,0.43,0.6167549210000001,0.828485245
NC_016810.1,CDS,2120759,2121034,+,SL1344_2021,pduJ,1.75,0.37199208,0.418949752,3.18,0.11280897699999999,
NC_016810.1,CDS,2073535,2074125,+,SL1344_1968,SL1344_1968,1.75,0.039611479,0.061390987,-1.71,0.042803515,0.223665775
NC_016810.1,CDS,3648951,3650324,+,SL1344_3444,cysG,1.75,0.06056075,0.08819899099999999,0.41,0.655164726,0.8538912759999999
NC_016810.1,CDS,779790,780524,+,SL1344_0695,SL1344_0695,1.75,0.08516756800000001,0.11785142,0.71,0.48307537899999997,0.744704412
NC_016810.1,CDS,2732413,2734785,-,SL1344_2552,SL1344_2552,1.75,0.07291560799999999,0.103428021,0.15,0.8805970999999999,0.955372795
NC_016810.1,CDS,2711709,2712260,-,SL1344_2530,SL1344_2530,1.75,0.12489794300000001,0.163699425,-1.15,0.298288897,0.599064276
NC_016810.1,CDS,3520410,3521828,+,SL1344_3303,gltD,1.75,0.123283146,0.16191234300000001,-0.76,0.489542301,0.749365183
NC_016810.1,CDS,4225637,4226260,+,SL1344_3945,dsbA,1.75,0.053162010999999995,0.079115879,-2.38,0.007792888,0.083050275
NC_016810.1,CDS,4053093,4053710,-,SL1344_3795,dgoA,1.75,0.320069636,0.367306377,1.37,0.43572074,
NC_016810.1,CDS,4727849,4728853,-,SL1344_4395,SL1344_4395,1.75,0.065544085,0.09441887300000001,-0.53,0.572634758,0.806933143
NC_016810.1,CDS,256272,256997,+,SL1344_0219,pyrH,1.75,0.060620428,0.088249881,0.06,0.948469591,0.98188462
NC_016810.1,CDS,801156,803957,+,SL1344_0718,sucA,1.74,0.063466791,0.091865791,-1.84,0.050105977999999995,0.244919652
NC_016810.1,CDS,1477220,1477687,-,SL1344_1377,slyB,1.74,0.090261317,0.12373207900000001,-0.85,0.406975101,0.689463917
NC_016810.1,CDS,4081311,4082036,-,SL1344_3820,phoU,1.74,0.09666557699999999,0.131234723,-0.17,0.867314873,0.94905209
NC_016810.1,CDS,3015918,3016460,-,SL1344_2828,hycF,1.74,0.414191879,0.459929921,-1.16,0.577706527,
NC_017720.1,CDS,62925,63692,+,SL1344_P1_0067,spvA,1.74,0.150209265,0.191233249,-2.91,0.015445811,0.12130086300000001
NC_016810.1,CDS,212482,213273,-,SL1344_0183,panB,1.74,0.040232523,0.062076180999999994,0.96,0.254240303,0.560352594
NC_016810.1,CDS,4189318,4190217,+,SL1344_3917,yigM,1.74,0.213130684,0.257216854,-1.26,0.34297397700000004,0.637910793
NC_016810.1,CDS,3257113,3259059,-,SL1344_3052,tktA,1.74,0.031001574,0.04976583,-0.19,0.8172810690000001,0.9310106909999999
NC_016810.1,CDS,225973,226770,+,SL1344_0193,fhuC,1.73,0.145247848,0.186125244,0.97,0.412409377,0.6918857140000001
NC_016810.1,CDS,1423207,1426269,-,SL1344_1317,ttrA,1.73,0.09546064900000001,0.12979425,-0.24,0.811122599,0.927901145
NC_016810.1,CDS,4456672,4456869,-,SL1344_4150,SL1344_4150,1.73,0.432387715,,1.58,0.47304680299999996,
NC_016810.1,CDS,3628693,3630498,-,SL1344_3424,kefB,1.73,0.04626862599999999,0.070354519,1.05,0.22654471399999998,0.530461934
NC_016810.1,CDS,2502523,2503464,+,SL1344_2362,yfdC,1.73,0.08760133699999999,0.12070945,-1.48,0.139805597,0.424259359
NC_016810.1,CDS,3219939,3221456,-,SL1344_3016,lysS,1.72,0.058817598,0.086121443,1.94,0.032805751,0.192258966
NC_016810.1,CDS,4705560,4706336,+,SL1344_4373,SL1344_4373,1.72,0.278749475,0.32556264,-0.64,0.676631923,
NC_016810.1,CDS,2646325,2648517,-,SL1344_2479,sinH,1.72,0.200809097,0.244538687,-2.32,0.054840407,0.257269392
NC_016810.1,CDS,1523952,1525241,-,SL1344_1420,clcB,1.72,0.114262233,0.151632388,-1.46,0.15053114199999998,0.440365603
